item_id,split,group_id
014c5348-ff08-4198-8a07-be17679e76d6,train,556b73fd214dbfd9e30a61a8903a7a1a1ccaf85ba9775c0aeb896bedf325a8f6
01510731-d6e2-4cc1-9b5d-6f144e301a39,train,34678e6b5f2aaf47df8bcb0a34e02dd7a63d2f5792c2cc8c8088714a12b09214
015e868f-8459-4cd8-99a3-e4d55a79e581,train,3c5f5c9ae5742c55b7515738c919798778f1cea65ade1fda41b78abc9a7ad68e
01795852-cbdb-48ab-a8b9-1c39fe05c790,train,9fcd5f273c789a80fad0d5c507b4ef7d01f4d5e70d7255697e93028799e742b1
017cf68e-78b6-4e7f-b5aa-ce2fe93b52b7,train,b82acd056f7c3d043e214c9522d2a000b35b86a2528c485ad69717da8dd6726d
017f5f8b-f3b4-4fe1-82e3-f071f1c3789f,train,78afb8268edb5c4ff822499fe04847894350a435fc86bc7dd83b5d733bfeb434
018f14e8-5249-4711-bad8-4f4559d9c0dd,train,4cab4120e3540bc05f830d5114dd6d84d77d0e4090351b95c8c7f1d74212dc72
018fa4b0-1945-4e0c-8539-bd29eca15b55,train,dce3b06d77f5951feeccab689c9a90b13fff39e10fcb430162989d4113fbf047
019ae6f2-a651-4eb2-9c45-a6e1abf8071d,train,9e38800def4d6f75c25bce9c07eeeb2c7fec172a4abe3389ceb636534c8d4130
01a030f9-7d94-42af-939b-d1a3e4171ef9,train,571875a14804e99726b00575f4cba872399df17afa70a27a0cd367e6d8ad8762
01b328f0-d0ef-4d27-b0a8-3e3c98b4b8cc,train,e4cb1d29bd674eec0b9f9de7a5f54ba6d95032ce7d97bef13cc5bc546b1a6dbc
01cd98aa-5e0d-4751-b4ca-d8ba2b364e05,train,906d28d1e380a1d3c7aa6df76feac72bf1ac120e5a586da3e48dabde6f2120a1
01e441c1-7348-4b97-b339-b3c61b2a1c11,train,27697a98f13e18c894e9c0c8584608ac2a3df47a0e51998ba9194439dd9277b2
01ea2dd3-6517-484e-8532-da99239c815e,train,eb5238319ebcfac7c27bce04e5a1b18b99ad85027cc8e8b75c27e2c0d4d5966c
01f258ad-74be-410f-a8c5-7141ed793915,train,139c76f9ad6a3763762b74bd4ffe4ed34b890de8c8ffa6eaa841675cb38afd6f
01fd4aec-e56b-4930-9794-38acf8e1853a,train,a9b63fe06ec916f88103851b5991a71163fb6561223665f8859ae683f5d2a198
02035bb9-689d-4e0c-8661-6917330bd721,train,60f8285a54da41668e8a2b000db53d16ed2b0394802ddf59f89705903557bd64
02115e45-7e16-4a77-91ee-dd8f55a6b749,train,5d32db770edc90157e8b61d94a72803930a6d53cb59cd2de40e7d2f2cde9e486
021d5fae-8d22-4d10-b8cb-9cc5ece3f63a,train,7e2318ff38f947197d5a2e3feddbd9904d05260cc9ee244b05630422467a9cbc
023808be-07f4-4c58-8193-b04ac05b443e,train,762315502a1f48997c4d4c811f0092f58856ea475f960a841c666f372d2f1a4b
023dc1a9-79f8-4228-8240-7e0524355af5,train,ecaf5838a8b1cc7219eb4d5534e7dc9737cb18c64e87ce7be1401e2c3052336c
023dc7e8-59f9-4340-81a2-3cc95bea6e19,train,05c38fcf3d51b6a7bcaaea2d63da14140827b280e107399a5390a8a9d9775405
0241fe97-a971-41b5-8305-563cf9b6adf3,train,143501d29109ecd5ccde257a801ebfc4a4ca83e3a691dcd81828781990c427b3
0252d1ae-e62e-40ec-b0d2-a446724b3071,train,d70fa999a5bf61eb490c79f4c682c2849dfb1a82d8eeb3359ff457e903592076
02552ae8-6610-4a8b-bfe9-714938c59103,train,534f05b8bc94e164d44e8962e6eed8622acdcf160a6cd2538d2b7bf5638f7c34
0258ec2d-407d-42a0-a368-cc83c4f75d5d,train,ed96816cce646a9459089a4bb15f282c8a5c5506a39438b08b4c6e3f1509b1b4
026328ab-2e2a-4688-86da-1c4827fbfcc6,train,ad2322dd3cc358f6f02c908996a1253ce01cfcd40e4d6add2e1b55b30c6a7c73
0270a95a-333d-47f2-b56a-618aec18707d,train,e771ac3e16c05e65af84233d41200841f07acb4ec45fee3d278446fcf7da2d07
027f95e4-c225-4042-b992-c7def20cf6c2,train,beba12dd073d986a625e3e3dabbfc037b009836a1eb7b926f410e67d5bd637fc
02843e58-f55a-4b76-b9e3-794cbc0a1280,train,11c8e746354e3bc12797f705ff68db393b363ab89de7a548a3ec01a136f95b21
028fc10c-947b-4e8e-ad1e-8fe21793c351,train,c769a14cac9382eb685bca5fb01a3a9a1912ab72e259c833e3b30d2c01ca0966
028fc505-558d-4b19-9966-bb492fd0252a,train,8ef3dbc2b1a0f7f990777ae596275e6cc3000d44fb194f07e0303165830504d3
02953967-b031-4aac-8984-b7885377e499,train,78f22546bc22a6869270a7540def96347034114a61b3df18a50972bf42d3f338
02a16eb9-8cc1-4973-a0c6-e88eaf2a17f2,train,7c91cfcce05c36002d483da8a9f18566234b252ae20a5d4fb6d0df422e7876b1
02beca9d-b4be-4ad7-838a-3e6add5050ef,train,bdeac755d2768c6d0c2e953a6f610513a844417c66a0084cdffb813991af052d
02cc1b3d-eb08-43e2-acd3-9de78930c078,train,97b5dce43903f9fb0cbca407cbeae7a93b3a90deaba25630147e97ec34f80d38
02d5d9bc-63b8-4a24-a959-a5a39eb110af,train,e3f85200702f752ef90b8fe4b743e05987861682e068d75b8b87d99d864f6e50
02e25a19-6d18-4e32-a710-2ff1a8724fb1,train,0a12eac4430d8a893ff7af738d4fd067814b3bfd817406c22337bf5c207d664f
02e56c83-1823-4a45-b005-5a08dccb0a6b,train,f3008913a708a1b060801a18a67b3a0f4d2731955244421c492e0ab0d935d690
02eb93af-ea71-4785-bcac-ee1ded3a640a,train,39cce2f0ab22cba16aebbb537776c64b3e9afc8bd9101caa173ca3d368365798
02edc95e-9931-4bd0-bb42-200c7a53f477,train,bdcd0f262a083def21a28985c366ce273eccf8508f31c1cc5964a65d89e2255c
0328f5ac-e47e-47a9-b259-74be00da7901,train,ff062482750621c79f92c27b50ad04a27e2a633cba07de4a809097e986b0fd4e
03353393-a2cf-4961-b59c-e61e445360b6,train,8ea5d963533cd41c8ebd6ea19c8f0217cae46ce56b7178b60ee909357a8d80d7
037063ac-326d-402f-82a2-562670364363,train,9393467f3de9b836c4d6f5c1d361da32fe608c0ef3df899674690022cb40ecbc
03779ef5-df04-49b3-91b4-d4b593ca674a,train,5a20f963d28ecc5b6b860b83521140865f3fba3709f7884897fd06dbf0310816
037aa509-cd32-4f15-95a4-86301ba669cb,train,4e8610167935dc2f793703dc223bd2abadf693ff12ad6dcf31d1a421e7b13acc
037dc047-d569-4469-999b-cea4f90b1df4,train,27105675eb178be2094ef148275eec313eed2b7e9ec6943ea88e948a21c7de49
038adbf3-85ad-4c04-b82f-78847434f8c3,train,90130cc260f16405feec1748d0fe5314aacf5a524916b32e4a7e4d8fa4d6ece5
039c86af-e72d-48fd-b977-dd3f3a1dc744,train,b5afcc78944b79ac8b8b59556064b123cf2c584b3e63ccc6f819e5af6a8aa50c
03a00707-3b1c-4f38-b196-a7f2fabefab6,train,2163449b65d1fdae8980db7de065ba6f6401431b3239ba2f877d6f2b1be29541
03b4f314-6c46-4bf4-ac3d-8d199a79bb71,train,015c8083ed97cb311ccc65360bb2322a9df8895a735df7ee96edf4f6a62876ae
03bd0c50-86e5-48ed-add0-732cd4c1229d,train,6607006adfa34f62d1ccad6507578906b4b7da1914294eb421183076bdb83a81
03c2adbd-e19d-4a98-a8d4-a1e98fce504f,train,e1aee9953c4d69c29916e1fde091a81dd830947fa054ea14de88a4c0ad6c2488
03d04cd4-342b-401c-8abf-c5cb949bb6ce,train,bca6f5886fc819c9c7f62434fe84695b9554a49f1e494baac799cdeb30136736
03d3525f-1f9e-4fd2-83a2-56a086f86e19,train,41340f499abb833b8a74f55446816b5a00c027ea43986a6c0c04284cf8933779
03dc4ed3-b6c8-405a-9223-cee16d8411cf,train,8a480f50aa5225f338518196fa671450aa8ad1ded9186ffe2a8282c694361950
03ed98af-9073-4ca5-a033-78c59df25e0e,train,f333306fa8b949f50aff3cf9e74441732b8436de25e302b77a5147c3c98628e9
041a332f-fa1a-4eec-8881-a0aa0abf4757,train,4c82df7e10a3ba7056e0e8e775d82ecac067c43c0fc9dd90c31f7887fdbb299b
044e4d74-7c63-470a-b6c1-f6932787cd16,train,4513c059335f6fb4a9604a42df2938aa17ec671ac215dc4c9d1241181623484b
0466296e-700c-42f5-be94-b3b1ff0d3cc3,train,75a3da6bfbfa4b14d3f34f166fcd014a49ce8a2103e827d3d4d2b81e5626ce91
047fb465-e1fd-4432-bc36-faf665b6f4dc,train,0ddae0da618b899b66433764b36c674f9fb58f85394dcfa4b33f35936f4ef841
04995455-a4d6-43ac-a942-339902609601,train,90a8f940b0591341a80e683231c080deb198723843579889ca22aff32fb1c01b
049bd00c-3fd7-454a-a23c-a0880b477a0b,train,ebf6ba3a4a281ed40f6cc36c09e61557373ca85b1e11256f1aa67e9316b9d4a4
049d897e-82f3-445a-a45f-97f2b18e2d9f,train,96ef7997b7cce9a91994e3b9f0352755be957467a0def39bba1fde341e5072b5
04b6dc9b-14ea-43a0-ba3b-8f6565078dcd,train,351b566d57fd8131e48728811d98c91a3f08233180e5205807b6699d04a3a043
04ca4e49-84bd-4e9a-b2ff-250556f80ff6,train,724fcc01d6669e3a867d98d0907313e7acd2077ca717bb15b3c82aae73cf5fd3
04d2ef23-6d5a-46de-8974-e7f6a35b4403,train,4f2d4c63aeac7a3226db20755d793b09ea8d66ebdd3ed46474bc4df77f3d522a
04defb74-bdeb-4916-9d3d-af0cebd5db4a,train,59657fb9b0e9e7a6bbfe7a6d2b0248463b6068e94a84b7d629217dcb3264af15
04eaa108-05d8-41bf-bffd-d23c82b93084,train,9a3756afa81233ce17e6ca08adda9dd074b7d9aa41f3f282058c95156014d863
04fd1fd6-f1e9-47fb-a098-5932ab219f0e,train,278196861ecd08fed18b8fec3323c5c5b818064a74b6ba7067affa3107fc5d58
050a33fa-4e7a-4d5e-96d4-237e129b8d30,train,c08b0c92338afd39083a2c30ba6f3b3bc352c0d82e2d31bd701f182415708009
050b3fa4-abc0-4170-ae7f-4882cd9e3f2a,train,89e83f542a3d3ff561581f6542569e07858a87fa7a92c21430fd437a6ccbac81
052fbb1c-99ea-4120-a1c8-c0b2d873e913,train,768b6748af9234302adfea89ca36972ce57c1d5ee802fa8385c47884de696758
0534b50b-a6d4-4f66-86e6-b7897c17755e,train,ff91078fddb7c9566dda43e56429fc34568f6a004bffe21a7645a09e1e0640ec
053e54ea-7c33-46d4-ad24-ee2fb6a8e7bd,train,5578b75650844171c93a8bd67ab0cdaa7c05f3bae1ecc16e7563eec8f6751237
05406c12-5963-497f-90dd-f431177fb0b3,train,a7f34efb47bcde98843858a01bbfdd3a270e7806d988ec5f7dfc88842bb13947
05419eb2-d8c6-4236-8d58-788991f5c997,train,4d3e54dc3d71790fe348dd4982955f89fec796c0b3f41a8d6a950aa53ad3be0f
05433e0a-3082-4489-9c4f-462733e7f405,train,0528e6cb70f80fa5a9f94c5421725c2df5f6283c59bf6827c8af214165a3f6d4
056efee0-4f54-467d-acb7-fc5fc9ef5c2e,train,72810af22078d64e9b0a4384a82eafc7ea264cc25bf355a33cb55f8dc4d48a9a
0571eb22-c1b5-4c9e-90c6-ac42a7a222ba,train,3b4884c8062028081402fde4d1b0d77bf850e4fb968d1cfded434e2086bd7e85
058a0004-65e1-4c36-9051-bcb658ffdf27,train,30323adacfe105fd846f28eb9defa0b8c341b1bbe1c29bb6d730981799ec0737
059c771d-79ad-470f-84d1-4aea22ceea54,train,2144c442b8e9a950847c74ac3faa67eaace249ffe1834e27da4f8a7319214662
05b06276-054e-447f-b88a-0ee7966dbef5,train,12be8ec90969adb837419b988aa5b8b162e4a666e4330040f1f41fd59275238d
05b772dc-6dfa-4f0d-a0f4-bc5baf027a0d,train,20db417bad97cecf302917a83d0691ff88c0f9d4577b962667bf8bbd377a346e
05beb22d-fa5b-49c5-bc15-7fbf01e79b66,train,043031c8cd2ab9f7634774eb7968e9866095d9a67c020e9e29c3e0bb2e8209fa
05c2a73d-1d3a-4455-aceb-a0ab7309d7e5,train,cf114c518081123a0c1fda8b8a250b835689a8ec9dd0ee135e46cb2d1ef13226
05cda9ff-8c97-4b11-97aa-387fcfb1f61b,train,74d4088ad8e79a12b52f0b65fc0ac91eb1c0dcad13aa627925138cb557072d0b
05f8f0b3-4883-414f-a002-2b77d41885e8,train,04b7996b7b7dfd417cf0fe748bca627bd43701296d289d6d8b0eb0d925e72c01
05ff717c-4744-47c5-b46d-1f4ea8f452b5,train,69bb9321f732c33620768bacfa710f50bb4067063bada71004bb826082b001dc
060814ef-21b4-4edd-9f15-a0cb6b0754be,train,4dad27c00dfa8f6dd94c3af0dc846570a7e693f04f2b4d3ebdc75db2c3cfd865
0629512f-57ec-42bf-ab37-b7e6495e337e,train,b019f25e1afdda6b63e9a8a73415eb4dd28101b459a78fc797698c3fe03ae2fc
062ea5e9-2ef9-417a-af25-7fb888da7e65,train,8e05902bf07be68bb1a51fac55720f9919241f798817cea3e16f41e1098f057d
063999ea-6b89-495e-aa3a-fb22116fb22a,train,084d490cb51341e9f7078a95588a5421a5f1fb47d576dbef1a1efd97638454b6
0639f733-378a-489b-9000-575586e9e9ab,train,8ca42a72ec0cedf19b6fd6b42d2728214611b63f54cd397c1f18932d83fb9fe7
06520911-0888-4c2d-ac62-eead59dd5535,train,cc5c0ae595b69cd10c9a33052497aa671cd3e4f7d1c488108a039ef605c4f140
06814f15-d2d7-4859-b708-80239be8cf2f,train,e489bf0c99051ac4830ea08421f0a72e2517ba4970eacda493150f4194020845
0696c57e-cdf0-4af9-9b5d-32a51a148181,train,f5f2a6ff9928fc8ff866825ca77dd77a2141a941206d4528ea938637d92e24ee
06a1f3cf-2270-4106-a35d-864c8c120f00,train,65e633c9d36bd60f959f2905875a59d2621d4b4306a91feafcf8c725852106d1
06adfe53-96dd-47aa-a7c2-7ae0d344ecf6,train,14a0d06859fb89909becbc433ea5cdc058e4dec15a42694cdf348596b590a2e9
06b0988a-a860-4d72-80b6-3a80b2968aa8,train,633288c34a68338e919b711d519ed163898cfdb7ebc044d065908c0458e41362
06b3df63-a0da-4911-aa4a-13e822e2d205,train,c330ef712566ea81a5edf5c69d76739998dd0e49dfbc874b557d39d8c8d36889
06b6568c-3652-462a-b64c-2c3628cd33e1,train,c25bb9b963b8e4c94feaf0e4ca6389735449f994056590084a87cf64971d96ac
06b65a92-656d-4348-84e0-b8c7921c308c,train,bff3f2dc0fcfa093bb8c61bbd5b44728cf535bd5eb79dce6dcbbdb7359b1b766
06b8daed-72bd-465d-aa44-0aa34ed5f351,train,da1b01d8342afd1e5e0624d462ef88ec0d2add57e62d5bfb56720207a1e38584
06e8a61a-713d-4872-9757-149b4c335052,train,b265984221c89e1799118defa76d8fd01f3ad0761bf12ae7e4f7a7acd44feb2c
06f1e5a3-e986-4644-8f80-9ac7933bf5d8,train,3bbeac5e5bc453f6fdb4a02c0adb1836705ffffd482119440e9760e981847448
06f9cd53-93ee-4221-a1f1-4a5b11234d5f,train,8f04989bbec51a046194cce2ce13675e636ad05713a3391a6283a0f7745b2909
07077603-ef3c-47a5-a1df-7b16c4896b1f,train,59f94aafe2956ca761c8af14ec4235c4cc2a815dc223d74e81a149bf8d797292
0719a9cd-45f7-439f-ac3f-d66294c27d98,train,45beb4dc9a83d420e8446ed116a621442e81758bc0cf956b612a233dd9a5b6b0
072cc0da-35e3-4b64-a625-9c0e54e75c8a,train,7819ddb13e908632ccf183991520d1c6c0aeb16f6543524e26bd1fe3d6538645
0731dbf3-5c56-47cc-964f-1af394d7a1b8,train,6d10da6f9dd97d0d51159efdc20048c2da1646c49123f4f6a6d152274f735976
07494198-8dda-4113-ab7f-d8c57cb7d262,train,92f9fd0eeb7498bc2b2623dc5c3fe915b2faa15801d23dd351e8e0f1f0877c2e
0767dd3b-8310-41b3-95e7-10ea9186c1bd,train,2043e28c57fc6852849ad75e5ecc2821f803c1abca207aae495e0d5efc595cd4
07776ffc-7681-4b50-8928-e924bcbdaf2a,train,01d1868e97b86ee734ea99644fc28027eb1b4e063dc50c6a8205215be3af36a2
07866ae4-7a01-4705-b494-0337dc11ff64,train,b6f7cc10476e785f6d23b0b02d3d0128f8d69cffc6d845fc29fb2ba740aaee73
07c36c90-c4cd-404d-b604-d7bf4ee223f1,train,5d8ad9f46ddeb1ed0c9fbfc94bed9f30f2f5451a780a44f8ec0711458060aa9d
07c9a898-0da7-45d0-9ac7-25c325caf937,train,696bf39b1bc6acbb341349a6cb86b9a9510e6e23719a15efd085545b7ab7c375
07d9af46-aba0-49fe-8079-b30de8610758,train,a01aeb2e127dfda9d660d470ef1594f124bafa6196e52165f8497d3c9eb181c5
07e02692-8258-4be6-86c5-8bbc525e0f94,train,abe6db2b0190708f30a47475b623c9b2b4670f3f2201451a5613e185ab1068f0
07e28be5-ccfb-43aa-aa31-73ddfe2b3771,train,86b6dee74c275fb4bcf3d9c2614ea3a81cdedbf6702bb162180d8c75ff52ef86
07f1c6db-5e1b-4ed1-a135-17005736576e,train,24e90a7adef13eab1abd5e378273014dbc151ba93a4df2c37c1a81ce5febf1aa
07fd52c7-695a-4c14-ad9c-fbbde13db795,train,c6de187699a8b52112c6f60367e3f5362ae7b2bf38bc96e7e9c26ed1aa907e44
081fa1b7-2ca9-4552-91e8-2c4f3ecf854c,train,fa4450daec682e4ff5fdcaaec8539108b1a48c07bd9f5c5d314032064f7c268e
083efc4d-b6ed-4afa-a48d-198fa207daf8,train,dc88bf211cda26f5b5256788050c2665da888b268b4db777e3f1c64601563cec
08415b5b-9f66-4124-946e-f25ee3235012,train,cba3c6b79e8a7964946bd3e8d8b76e0b66ab1926f6cbe69ad75a6000cc5bcde9
08579580-6654-4311-ad26-4cb58e714afa,train,33ebd75bddbf64c1943ff3ba06bb31be16508698fb4134b561f69dc8dd2c183a
085b24e5-b996-48b7-9718-382690baa916,train,cff267dceb6337fc4e797a8064a36438fdf2b64ff774d14fd4a5db1f25ec7a8b
085d63ac-7bd5-45a6-b931-7cd33107a5d2,train,0f2aa153c61fdcc62271865c9191196b027304dab7fdcae6be8b59bc0c7fd2cf
085f7dbd-2c2c-4898-9fc9-22f084ea0c4e,train,c5f6fb747af4a804955239786fd191395202afb628b8af9c85601e92e31938b4
0866797e-7279-4322-85cf-a041c43fb63f,train,eded99c1d5f7e0cb82dc73d23830e0ff53ed6818a76d2f701aa66017ab703624
087189b2-29b8-4393-a79d-be49d359ef2e,train,048fbb1afec323c72c69f5ea01550a876dd1b5c873d5bfc788eb730c9238a7c5
088076d9-720e-4451-8cdd-fe6ea0db96ec,train,39ce0fcd9d0ecd813151a1aa670eed42c4f89fffdef86e9e98e399d70085a80d
0887b284-1511-48fb-9780-497eb2e2457e,train,2a1cd4adb4cc9c554e8e97dfac69adde841b6afdedb3088dd7ddf54726872c11
088afa0e-3897-4c5f-acfb-1bac0e452955,train,b7098276ad1826e41c258c764c82f647ccee6c457529ad6714c3a153654d7193
088c01dc-69c4-4b79-9a7c-7c46a28a7601,train,9774f46b19ced76a967445c542fb29dca6cebdf6e657328ac37ef8d4e83df7e8
088cc7ea-6b6b-47e3-9e2b-049c42958c0f,train,b4d1b226a1b65711c34f773671515b85f4c2c0dd312b3977a8dbbb4ee385a761
08943580-cae9-4ef7-b1ba-2bd6a371971e,train,346906db42dd9f4426d5ba2464ebf54961de7842391aa29492d7cc507e82b3cf
089a42de-8482-4154-ad13-fb4338a600ac,train,c77ff00e47323f2ca50f95bfb94dc2adeaf3868beef86c2d529fa3c3a0c34f09
08a1bc1d-9d2c-41d8-8fa2-bff67ddeb6af,train,2e39590114d9c6c8f8b967784221a80a0a3ee91d4541a32e7d1fbed2ea5feaa8
08b42478-feb4-4859-8042-659f28542797,train,f2b40c253205d64ab5ff3e451c4132de78befc2f305ce500afcfb6fab9127ddd
08b58c9d-01e9-4a58-95a7-e06d07dd62f9,train,cf4a47042897b9c779c95b845cfbc0dd69c13fe485190104375d6bb29e171017
08b88799-3868-4ef5-8361-32cae6342eb1,train,c299ac60940c638ae1fe3f600a6f3a9d4ca9bc2ed2fafb1d766c349381c52dd8
08c26ac5-a230-40a6-9cd4-82dc58981474,train,d46f9c2a2d8ed1d058c0a76b1c9d2dd57191b7371b818414f91eb5e5f94d5442
08d5a75c-a100-4da5-9d49-28c43c3d7aab,train,261552003d613cba3bde19b5f6ab8fc3a952787303a9e50de696c9d64f8200c2
08d787f9-3e42-44e8-933d-f346f59e4a93,train,354b2291e4aa05992d73a7e36b32a5aa6076d699bdfc0c7e436e41f86398db08
08e4507b-3421-43fc-a122-ef05875d73d1,train,81f11fe32c2951a27aacd63ce05648d8be8a514b9e9d0856ab2bace1e66cc51c
08e869e0-b8c5-4fbb-93d7-7b0ba8ceee9f,train,9adb7cf2255de03cb73813265e46d7b2eff56f24f34cf8c8f95771130e53b0d3
08ef80e9-e834-4ce2-aecc-7642cc6963e7,train,ca8b4e2c812ec517854698ed1f33bf35048eb51f54abd7e96424bcd75fcb4212
08fe2f59-5568-4d52-b3c9-2ae577cb6283,train,4cc347488b230e02ad086740daa313edd8735cd0726ec3c66576a40e6652189f
09028ac9-f17d-4bf7-bc40-e9239069f553,train,65f333470fe4221ad6cbfb84c82a9493555c43c4ddbe60d0175349b90377c80c
091989d7-44df-4844-b259-6b275f5ff55a,train,5f59b7b7f6891924daa4740e35087f5c0127c9806beb7dbb9c277d08723fe913
0926e001-0e92-4cd2-b7a9-4ee452fc4b7a,train,383a5abe5f8e72326cef555a32ef59ba38063b18a05317a799dc14982f60a8b2
095c828a-1f54-47db-b95a-87f384466ea8,train,78e85fc412fd08ed7673798614abeab421306e1dd4d18b3782b8ecb10504fcca
095e0281-77bd-4c63-b510-fc122560202b,train,52c61ba87e3c6299565c17371ba0dd4da0ed7d7c3921d75c6e59451757a2962b
096ac4a8-f6a0-47fb-8e58-113b2107dbcc,train,4b24eb93fca91749eeba8831fba4906802dc59fc581b381264d79c0506411c29
096c5158-572a-4dda-b80c-6c34077d2e33,train,e1ea11257c46f141e4c0d5ae84d0c83256bd73a70dd2b9e2a3aae1ab03ef5e20
